,Family,LigandType,Value,Category
4108,Class A orphans,orphan,31.0,Similarity
4109,Class A orphans,orphan,15.0,Identify
4110,Class A orphans,orphan,31.0,Similarity
4111,Class A orphans,orphan,13.0,Identify
4112,Class A orphans,orphan,30.0,Similarity
4113,Class A orphans,orphan,16.0,Identify
4114,Class A orphans,orphan,30.0,Similarity
4115,Class A orphans,orphan,15.0,Identify
4116,Class A orphans,orphan,30.0,Similarity
4117,Class A orphans,orphan,12.0,Identify
4118,Class A orphans,orphan,29.0,Similarity
4119,Class A orphans,orphan,12.0,Identify
4120,Class A orphans,orphan,29.0,Similarity
4121,Class A orphans,orphan,11.0,Identify
4122,Class A orphans,orphan,27.0,Similarity
4123,Class A orphans,orphan,12.0,Identify
4124,Class A orphans,orphan,26.0,Similarity
4125,Class A orphans,orphan,9.0,Identify
4126,Class A orphans,orphan,24.0,Similarity
4127,Class A orphans,orphan,12.0,Identify
4128,Class A orphans,orphan,56.0,Similarity
4129,Class A orphans,orphan,41.0,Identify
4130,Class A orphans,orphan,36.0,Similarity
4131,Class A orphans,orphan,25.0,Identify
4132,Class A orphans,orphan,36.0,Similarity
4133,Class A orphans,orphan,17.0,Identify
4134,Class A orphans,orphan,36.0,Similarity
4135,Class A orphans,orphan,17.0,Identify
4136,Class A orphans,orphan,35.0,Similarity
4137,Class A orphans,orphan,19.0,Identify
4138,Class A orphans,orphan,35.0,Similarity
4139,Class A orphans,orphan,18.0,Identify
4140,Class A orphans,orphan,35.0,Similarity
4141,Class A orphans,orphan,18.0,Identify
4142,Class A orphans,orphan,35.0,Similarity
4143,Class A orphans,orphan,17.0,Identify
4144,Class A orphans,orphan,35.0,Similarity
4145,Class A orphans,orphan,16.0,Identify
4146,Class A orphans,orphan,33.0,Similarity
4147,Class A orphans,orphan,21.0,Identify
4148,Class A orphans,orphan,33.0,Similarity
4149,Class A orphans,orphan,19.0,Identify
4150,Class A orphans,orphan,33.0,Similarity
4151,Class A orphans,orphan,16.0,Identify
4152,Class A orphans,orphan,33.0,Similarity
4153,Class A orphans,orphan,16.0,Identify
4154,Class A orphans,orphan,33.0,Similarity
4155,Class A orphans,orphan,15.0,Identify
4156,Class A orphans,orphan,33.0,Similarity
4157,Class A orphans,orphan,14.0,Identify
4158,Class A orphans,orphan,32.0,Similarity
4159,Class A orphans,orphan,16.0,Identify
4160,Class A orphans,orphan,31.0,Similarity
4161,Class A orphans,orphan,20.0,Identify
4162,Class A orphans,orphan,30.0,Similarity
4163,Class A orphans,orphan,16.0,Identify
4164,Class A orphans,orphan,30.0,Similarity
4165,Class A orphans,orphan,16.0,Identify
4166,Class A orphans,orphan,30.0,Similarity
4167,Class A orphans,orphan,16.0,Identify
4168,Class A orphans,orphan,30.0,Similarity
4169,Class A orphans,orphan,15.0,Identify
4170,Class A orphans,orphan,30.0,Similarity
4171,Class A orphans,orphan,15.0,Identify
4172,Class A orphans,orphan,30.0,Similarity
4173,Class A orphans,orphan,14.0,Identify
4174,Class A orphans,orphan,29.0,Similarity
4175,Class A orphans,orphan,18.0,Identify
4176,Class A orphans,orphan,29.0,Similarity
4177,Class A orphans,orphan,17.0,Identify
4178,Class A orphans,orphan,29.0,Similarity
4179,Class A orphans,orphan,17.0,Identify
4180,Class A orphans,orphan,29.0,Similarity
4181,Class A orphans,orphan,16.0,Identify
4182,Class A orphans,orphan,29.0,Similarity
4183,Class A orphans,orphan,15.0,Identify
4184,Class A orphans,orphan,29.0,Similarity
4185,Class A orphans,orphan,14.0,Identify
4186,Class A orphans,orphan,29.0,Similarity
4187,Class A orphans,orphan,10.0,Identify
4188,Class A orphans,orphan,28.0,Similarity
4189,Class A orphans,orphan,15.0,Identify
4190,Class A orphans,orphan,28.0,Similarity
4191,Class A orphans,orphan,13.0,Identify
4192,Class A orphans,orphan,28.0,Similarity
4193,Class A orphans,orphan,13.0,Identify
4194,Class A orphans,orphan,27.0,Similarity
4195,Class A orphans,orphan,15.0,Identify
4196,Class A orphans,orphan,27.0,Similarity
4197,Class A orphans,orphan,14.0,Identify
4198,Class A orphans,orphan,27.0,Similarity
4199,Class A orphans,orphan,13.0,Identify
4200,Class A orphans,orphan,27.0,Similarity
4201,Class A orphans,orphan,12.0,Identify
4202,Class A orphans,orphan,27.0,Similarity
4203,Class A orphans,orphan,11.0,Identify
4204,Class A orphans,orphan,26.0,Similarity
4205,Class A orphans,orphan,17.0,Identify
4206,Class A orphans,orphan,26.0,Similarity
4207,Class A orphans,orphan,17.0,Identify
4208,Class A orphans,orphan,26.0,Similarity
4209,Class A orphans,orphan,16.0,Identify
4210,Class A orphans,orphan,26.0,Similarity
4211,Class A orphans,orphan,15.0,Identify
4212,Class A orphans,orphan,24.0,Similarity
4213,Class A orphans,orphan,15.0,Identify
4214,Class A orphans,orphan,24.0,Similarity
4215,Class A orphans,orphan,14.0,Identify
4216,Class A orphans,orphan,24.0,Similarity
4217,Class A orphans,orphan,12.0,Identify
4218,Class A orphans,orphan,23.0,Similarity
4219,Class A orphans,orphan,13.0,Identify
4220,Class A orphans,orphan,22.0,Similarity
4221,Class A orphans,orphan,14.0,Identify
4222,Class A orphans,orphan,22.0,Similarity
4223,Class A orphans,orphan,12.0,Identify
4224,Class A orphans,orphan,50.0,Similarity
4225,Class A orphans,orphan,30.0,Identify
4226,Class A orphans,orphan,47.0,Similarity
4227,Class A orphans,orphan,22.0,Identify
4228,Class A orphans,orphan,46.0,Similarity
4229,Class A orphans,orphan,25.0,Identify
4230,Class A orphans,orphan,45.0,Similarity
4231,Class A orphans,orphan,23.0,Identify
4232,Class A orphans,orphan,43.0,Similarity
4233,Class A orphans,orphan,22.0,Identify
4234,Class A orphans,orphan,41.0,Similarity
4235,Class A orphans,orphan,16.0,Identify
4236,Class A orphans,orphan,40.0,Similarity
4237,Class A orphans,orphan,21.0,Identify
4238,Class A orphans,orphan,39.0,Similarity
4239,Class A orphans,orphan,21.0,Identify
4240,Class A orphans,orphan,39.0,Similarity
4241,Class A orphans,orphan,18.0,Identify
4242,Class A orphans,orphan,39.0,Similarity
4243,Class A orphans,orphan,16.0,Identify
4244,Class A orphans,orphan,38.0,Similarity
4245,Class A orphans,orphan,24.0,Identify
4246,Class A orphans,orphan,38.0,Similarity
4247,Class A orphans,orphan,21.0,Identify
4248,Class A orphans,orphan,38.0,Similarity
4249,Class A orphans,orphan,15.0,Identify
4250,Class A orphans,orphan,37.0,Similarity
4251,Class A orphans,orphan,20.0,Identify
4252,Class A orphans,orphan,37.0,Similarity
4253,Class A orphans,orphan,19.0,Identify
4254,Class A orphans,orphan,37.0,Similarity
4255,Class A orphans,orphan,18.0,Identify
4256,Class A orphans,orphan,37.0,Similarity
4257,Class A orphans,orphan,17.0,Identify
4258,Class A orphans,orphan,37.0,Similarity
4259,Class A orphans,orphan,16.0,Identify
4260,Class A orphans,orphan,36.0,Similarity
4261,Class A orphans,orphan,21.0,Identify
4262,Class A orphans,orphan,36.0,Similarity
4263,Class A orphans,orphan,19.0,Identify
4264,Class A orphans,orphan,36.0,Similarity
4265,Class A orphans,orphan,17.0,Identify
4266,Class A orphans,orphan,35.0,Similarity
4267,Class A orphans,orphan,19.0,Identify
4268,Class A orphans,orphan,35.0,Similarity
4269,Class A orphans,orphan,17.0,Identify
4270,Class A orphans,orphan,35.0,Similarity
4271,Class A orphans,orphan,16.0,Identify
4272,Class A orphans,orphan,34.0,Similarity
4273,Class A orphans,orphan,17.0,Identify
4274,Class A orphans,orphan,34.0,Similarity
4275,Class A orphans,orphan,16.0,Identify
4276,Class A orphans,orphan,34.0,Similarity
4277,Class A orphans,orphan,14.0,Identify
4278,Class A orphans,orphan,33.0,Similarity
4279,Class A orphans,orphan,19.0,Identify
4280,Class A orphans,orphan,33.0,Similarity
4281,Class A orphans,orphan,16.0,Identify
4282,Class A orphans,orphan,33.0,Similarity
4283,Class A orphans,orphan,15.0,Identify
4284,Class A orphans,orphan,33.0,Similarity
4285,Class A orphans,orphan,15.0,Identify
4286,Class A orphans,orphan,33.0,Similarity
4287,Class A orphans,orphan,14.0,Identify
4288,Class A orphans,orphan,32.0,Similarity
4289,Class A orphans,orphan,16.0,Identify
4290,Class A orphans,orphan,32.0,Similarity
4291,Class A orphans,orphan,15.0,Identify
4292,Class A orphans,orphan,32.0,Similarity
4293,Class A orphans,orphan,13.0,Identify
4294,Class A orphans,orphan,31.0,Similarity
4295,Class A orphans,orphan,15.0,Identify
4296,Class A orphans,orphan,31.0,Similarity
4297,Class A orphans,orphan,15.0,Identify
4298,Class A orphans,orphan,30.0,Similarity
4299,Class A orphans,orphan,15.0,Identify
4300,Class A orphans,orphan,29.0,Similarity
4301,Class A orphans,orphan,16.0,Identify
4302,Class A orphans,orphan,29.0,Similarity
4303,Class A orphans,orphan,12.0,Identify
4304,Class A orphans,orphan,28.0,Similarity
4305,Class A orphans,orphan,16.0,Identify
4306,Class A orphans,orphan,27.0,Similarity
4307,Class A orphans,orphan,13.0,Identify
4308,Class A orphans,orphan,27.0,Similarity
4309,Class A orphans,orphan,12.0,Identify
4310,Class A orphans,orphan,27.0,Similarity
4311,Class A orphans,orphan,12.0,Identify
4312,Class A orphans,orphan,26.0,Similarity
4313,Class A orphans,orphan,14.0,Identify
4314,Class A orphans,orphan,26.0,Similarity
4315,Class A orphans,orphan,13.0,Identify
4316,Class A orphans,orphan,24.0,Similarity
4317,Class A orphans,orphan,11.0,Identify
4318,Class A orphans,orphan,44.0,Similarity
4319,Class A orphans,orphan,23.0,Identify
4320,Class A orphans,orphan,43.0,Similarity
4321,Class A orphans,orphan,23.0,Identify
4322,Class A orphans,orphan,43.0,Similarity
4323,Class A orphans,orphan,23.0,Identify
4324,Class A orphans,orphan,43.0,Similarity
4325,Class A orphans,orphan,21.0,Identify
4326,Class A orphans,orphan,42.0,Similarity
4327,Class A orphans,orphan,24.0,Identify
4328,Class A orphans,orphan,42.0,Similarity
4329,Class A orphans,orphan,21.0,Identify
4330,Class A orphans,orphan,41.0,Similarity
4331,Class A orphans,orphan,26.0,Identify
4332,Class A orphans,orphan,41.0,Similarity
4333,Class A orphans,orphan,23.0,Identify
4334,Class A orphans,orphan,41.0,Similarity
4335,Class A orphans,orphan,21.0,Identify
4336,Class A orphans,orphan,41.0,Similarity
4337,Class A orphans,orphan,18.0,Identify
4338,Class A orphans,orphan,39.0,Similarity
4339,Class A orphans,orphan,25.0,Identify
4340,Class A orphans,orphan,39.0,Similarity
4341,Class A orphans,orphan,23.0,Identify
4342,Class A orphans,orphan,39.0,Similarity
4343,Class A orphans,orphan,18.0,Identify
4344,Class A orphans,orphan,38.0,Similarity
4345,Class A orphans,orphan,20.0,Identify
4346,Class A orphans,orphan,38.0,Similarity
4347,Class A orphans,orphan,20.0,Identify
4348,Class A orphans,orphan,38.0,Similarity
4349,Class A orphans,orphan,19.0,Identify
4350,Class A orphans,orphan,37.0,Similarity
4351,Class A orphans,orphan,22.0,Identify
4352,Class A orphans,orphan,37.0,Similarity
4353,Class A orphans,orphan,19.0,Identify
4354,Class A orphans,orphan,37.0,Similarity
4355,Class A orphans,orphan,18.0,Identify
4356,Class A orphans,orphan,37.0,Similarity
4357,Class A orphans,orphan,17.0,Identify
4358,Class A orphans,orphan,36.0,Similarity
4359,Class A orphans,orphan,20.0,Identify
4360,Class A orphans,orphan,36.0,Similarity
4361,Class A orphans,orphan,20.0,Identify
4362,Class A orphans,orphan,36.0,Similarity
4363,Class A orphans,orphan,20.0,Identify
4364,Class A orphans,orphan,36.0,Similarity
4365,Class A orphans,orphan,19.0,Identify
4366,Class A orphans,orphan,36.0,Similarity
4367,Class A orphans,orphan,19.0,Identify
4368,Class A orphans,orphan,35.0,Similarity
4369,Class A orphans,orphan,21.0,Identify
4370,Class A orphans,orphan,34.0,Similarity
4371,Class A orphans,orphan,19.0,Identify
4372,Class A orphans,orphan,34.0,Similarity
4373,Class A orphans,orphan,19.0,Identify
4374,Class A orphans,orphan,34.0,Similarity
4375,Class A orphans,orphan,18.0,Identify
4376,Class A orphans,orphan,34.0,Similarity
4377,Class A orphans,orphan,17.0,Identify
4378,Class A orphans,orphan,34.0,Similarity
4379,Class A orphans,orphan,16.0,Identify
4380,Class A orphans,orphan,33.0,Similarity
4381,Class A orphans,orphan,20.0,Identify
4382,Class A orphans,orphan,32.0,Similarity
4383,Class A orphans,orphan,20.0,Identify
4384,Class A orphans,orphan,32.0,Similarity
4385,Class A orphans,orphan,19.0,Identify
4386,Class A orphans,orphan,32.0,Similarity
4387,Class A orphans,orphan,18.0,Identify
4388,Class A orphans,orphan,32.0,Similarity
4389,Class A orphans,orphan,18.0,Identify
4390,Class A orphans,orphan,32.0,Similarity
4391,Class A orphans,orphan,16.0,Identify
4392,Class A orphans,orphan,32.0,Similarity
4393,Class A orphans,orphan,15.0,Identify
4394,Class A orphans,orphan,32.0,Similarity
4395,Class A orphans,orphan,14.0,Identify
4396,Class A orphans,orphan,31.0,Similarity
4397,Class A orphans,orphan,17.0,Identify
4398,Class A orphans,orphan,30.0,Similarity
4399,Class A orphans,orphan,20.0,Identify
4400,Class A orphans,orphan,29.0,Similarity
4401,Class A orphans,orphan,17.0,Identify
4402,Class A orphans,orphan,28.0,Similarity
4403,Class A orphans,orphan,12.0,Identify
4404,Class A orphans,orphan,27.0,Similarity
4405,Class A orphans,orphan,15.0,Identify
4406,Class A orphans,orphan,27.0,Similarity
4407,Class A orphans,orphan,15.0,Identify
4408,Class A orphans,orphan,22.0,Similarity
4409,Class A orphans,orphan,10.0,Identify
4410,Class A orphans,orphan,37.0,Similarity
4411,Class A orphans,orphan,17.0,Identify
4412,Class A orphans,orphan,36.0,Similarity
4413,Class A orphans,orphan,20.0,Identify
4414,Class A orphans,orphan,36.0,Similarity
4415,Class A orphans,orphan,16.0,Identify
4416,Class A orphans,orphan,35.0,Similarity
4417,Class A orphans,orphan,17.0,Identify
4418,Class A orphans,orphan,35.0,Similarity
4419,Class A orphans,orphan,14.0,Identify
4420,Class A orphans,orphan,35.0,Similarity
4421,Class A orphans,orphan,11.0,Identify
4422,Class A orphans,orphan,34.0,Similarity
4423,Class A orphans,orphan,22.0,Identify
4424,Class A orphans,orphan,33.0,Similarity
4425,Class A orphans,orphan,17.0,Identify
4426,Class A orphans,orphan,33.0,Similarity
4427,Class A orphans,orphan,17.0,Identify
4428,Class A orphans,orphan,33.0,Similarity
4429,Class A orphans,orphan,17.0,Identify
4430,Class A orphans,orphan,33.0,Similarity
4431,Class A orphans,orphan,16.0,Identify
4432,Class A orphans,orphan,33.0,Similarity
4433,Class A orphans,orphan,16.0,Identify
4434,Class A orphans,orphan,33.0,Similarity
4435,Class A orphans,orphan,15.0,Identify
4436,Class A orphans,orphan,32.0,Similarity
4437,Class A orphans,orphan,17.0,Identify
4438,Class A orphans,orphan,32.0,Similarity
4439,Class A orphans,orphan,15.0,Identify
4440,Class A orphans,orphan,32.0,Similarity
4441,Class A orphans,orphan,15.0,Identify
4442,Class A orphans,orphan,32.0,Similarity
4443,Class A orphans,orphan,15.0,Identify
4444,Class A orphans,orphan,31.0,Similarity
4445,Class A orphans,orphan,17.0,Identify
4446,Class A orphans,orphan,31.0,Similarity
4447,Class A orphans,orphan,16.0,Identify
4448,Class A orphans,orphan,31.0,Similarity
4449,Class A orphans,orphan,16.0,Identify
4450,Class A orphans,orphan,31.0,Similarity
4451,Class A orphans,orphan,14.0,Identify
4452,Class A orphans,orphan,31.0,Similarity
4453,Class A orphans,orphan,13.0,Identify
4454,Class A orphans,orphan,31.0,Similarity
4455,Class A orphans,orphan,12.0,Identify
4456,Class A orphans,orphan,30.0,Similarity
4457,Class A orphans,orphan,19.0,Identify
4458,Class A orphans,orphan,30.0,Similarity
4459,Class A orphans,orphan,16.0,Identify
4460,Class A orphans,orphan,30.0,Similarity
4461,Class A orphans,orphan,15.0,Identify
4462,Class A orphans,orphan,30.0,Similarity
4463,Class A orphans,orphan,15.0,Identify
4464,Class A orphans,orphan,30.0,Similarity
4465,Class A orphans,orphan,15.0,Identify
4466,Class A orphans,orphan,30.0,Similarity
4467,Class A orphans,orphan,15.0,Identify
4468,Class A orphans,orphan,30.0,Similarity
4469,Class A orphans,orphan,12.0,Identify
4470,Class A orphans,orphan,29.0,Similarity
4471,Class A orphans,orphan,18.0,Identify
4472,Class A orphans,orphan,29.0,Similarity
4473,Class A orphans,orphan,16.0,Identify
4474,Class A orphans,orphan,29.0,Similarity
4475,Class A orphans,orphan,14.0,Identify
4476,Class A orphans,orphan,29.0,Similarity
4477,Class A orphans,orphan,12.0,Identify
4478,Class A orphans,orphan,29.0,Similarity
4479,Class A orphans,orphan,12.0,Identify
4480,Class A orphans,orphan,29.0,Similarity
4481,Class A orphans,orphan,12.0,Identify
4482,Class A orphans,orphan,28.0,Similarity
4483,Class A orphans,orphan,15.0,Identify
4484,Class A orphans,orphan,28.0,Similarity
4485,Class A orphans,orphan,14.0,Identify
4486,Class A orphans,orphan,28.0,Similarity
4487,Class A orphans,orphan,12.0,Identify
4488,Class A orphans,orphan,27.0,Similarity
4489,Class A orphans,orphan,15.0,Identify
4490,Class A orphans,orphan,27.0,Similarity
4491,Class A orphans,orphan,14.0,Identify
4492,Class A orphans,orphan,27.0,Similarity
4493,Class A orphans,orphan,14.0,Identify
4494,Class A orphans,orphan,26.0,Similarity
4495,Class A orphans,orphan,12.0,Identify
4496,Class A orphans,orphan,24.0,Similarity
4497,Class A orphans,orphan,11.0,Identify
4498,Class A orphans,orphan,22.0,Similarity
4499,Class A orphans,orphan,11.0,Identify
4500,Class A orphans,orphan,47.0,Similarity
4501,Class A orphans,orphan,28.0,Identify
4502,Class A orphans,orphan,47.0,Similarity
4503,Class A orphans,orphan,27.0,Identify
4504,Class A orphans,orphan,44.0,Similarity
4505,Class A orphans,orphan,17.0,Identify
4506,Class A orphans,orphan,43.0,Similarity
4507,Class A orphans,orphan,24.0,Identify
4508,Class A orphans,orphan,43.0,Similarity
4509,Class A orphans,orphan,19.0,Identify
4510,Class A orphans,orphan,42.0,Similarity
4511,Class A orphans,orphan,25.0,Identify
4512,Class A orphans,orphan,42.0,Similarity
4513,Class A orphans,orphan,22.0,Identify
4514,Class A orphans,orphan,42.0,Similarity
4515,Class A orphans,orphan,21.0,Identify
4516,Class A orphans,orphan,41.0,Similarity
4517,Class A orphans,orphan,23.0,Identify
4518,Class A orphans,orphan,41.0,Similarity
4519,Class A orphans,orphan,17.0,Identify
4520,Class A orphans,orphan,40.0,Similarity
4521,Class A orphans,orphan,22.0,Identify
4522,Class A orphans,orphan,39.0,Similarity
4523,Class A orphans,orphan,20.0,Identify
4524,Class A orphans,orphan,38.0,Similarity
4525,Class A orphans,orphan,22.0,Identify
4526,Class A orphans,orphan,38.0,Similarity
4527,Class A orphans,orphan,21.0,Identify
4528,Class A orphans,orphan,38.0,Similarity
4529,Class A orphans,orphan,20.0,Identify
4530,Class A orphans,orphan,38.0,Similarity
4531,Class A orphans,orphan,20.0,Identify
4532,Class A orphans,orphan,38.0,Similarity
4533,Class A orphans,orphan,19.0,Identify
4534,Class A orphans,orphan,37.0,Similarity
4535,Class A orphans,orphan,21.0,Identify
4536,Class A orphans,orphan,37.0,Similarity
4537,Class A orphans,orphan,19.0,Identify
4538,Class A orphans,orphan,37.0,Similarity
4539,Class A orphans,orphan,18.0,Identify
4540,Class A orphans,orphan,37.0,Similarity
4541,Class A orphans,orphan,18.0,Identify
4542,Class A orphans,orphan,36.0,Similarity
4543,Class A orphans,orphan,18.0,Identify
4544,Class A orphans,orphan,36.0,Similarity
4545,Class A orphans,orphan,18.0,Identify
4546,Class A orphans,orphan,36.0,Similarity
4547,Class A orphans,orphan,17.0,Identify
4548,Class A orphans,orphan,35.0,Similarity
4549,Class A orphans,orphan,17.0,Identify
4550,Class A orphans,orphan,35.0,Similarity
4551,Class A orphans,orphan,17.0,Identify
4552,Class A orphans,orphan,34.0,Similarity
4553,Class A orphans,orphan,19.0,Identify
4554,Class A orphans,orphan,33.0,Similarity
4555,Class A orphans,orphan,18.0,Identify
4556,Class A orphans,orphan,33.0,Similarity
4557,Class A orphans,orphan,16.0,Identify
4558,Class A orphans,orphan,32.0,Similarity
4559,Class A orphans,orphan,16.0,Identify
4560,Class A orphans,orphan,32.0,Similarity
4561,Class A orphans,orphan,16.0,Identify
4562,Class A orphans,orphan,32.0,Similarity
4563,Class A orphans,orphan,14.0,Identify
4564,Class A orphans,orphan,32.0,Similarity
4565,Class A orphans,orphan,14.0,Identify
4566,Class A orphans,orphan,31.0,Similarity
4567,Class A orphans,orphan,19.0,Identify
4568,Class A orphans,orphan,31.0,Similarity
4569,Class A orphans,orphan,16.0,Identify
4570,Class A orphans,orphan,31.0,Similarity
4571,Class A orphans,orphan,16.0,Identify
4572,Class A orphans,orphan,31.0,Similarity
4573,Class A orphans,orphan,14.0,Identify
4574,Class A orphans,orphan,30.0,Similarity
4575,Class A orphans,orphan,13.0,Identify
4576,Class A orphans,orphan,29.0,Similarity
4577,Class A orphans,orphan,15.0,Identify
4578,Class A orphans,orphan,29.0,Similarity
4579,Class A orphans,orphan,13.0,Identify
4580,Class A orphans,orphan,27.0,Similarity
4581,Class A orphans,orphan,13.0,Identify
4582,Class A orphans,orphan,27.0,Similarity
4583,Class A orphans,orphan,11.0,Identify
4584,Class A orphans,orphan,26.0,Similarity
4585,Class A orphans,orphan,11.0,Identify
4586,Class A orphans,orphan,24.0,Similarity
4587,Class A orphans,orphan,9.0,Identify
4588,Class A orphans,orphan,57.0,Similarity
4589,Class A orphans,orphan,38.0,Identify
4590,Class A orphans,orphan,56.0,Similarity
4591,Class A orphans,orphan,32.0,Identify
4592,Class A orphans,orphan,52.0,Similarity
4593,Class A orphans,orphan,25.0,Identify
4594,Class A orphans,orphan,49.0,Similarity
4595,Class A orphans,orphan,28.0,Identify
4596,Class A orphans,orphan,48.0,Similarity
4597,Class A orphans,orphan,24.0,Identify
4598,Class A orphans,orphan,47.0,Similarity
4599,Class A orphans,orphan,24.0,Identify
4600,Class A orphans,orphan,45.0,Similarity
4601,Class A orphans,orphan,28.0,Identify
4602,Class A orphans,orphan,44.0,Similarity
4603,Class A orphans,orphan,22.0,Identify
4604,Class A orphans,orphan,43.0,Similarity
4605,Class A orphans,orphan,24.0,Identify
4606,Class A orphans,orphan,42.0,Similarity
4607,Class A orphans,orphan,25.0,Identify
4608,Class A orphans,orphan,40.0,Similarity
4609,Class A orphans,orphan,25.0,Identify
4610,Class A orphans,orphan,40.0,Similarity
4611,Class A orphans,orphan,22.0,Identify
4612,Class A orphans,orphan,39.0,Similarity
4613,Class A orphans,orphan,16.0,Identify
4614,Class A orphans,orphan,39.0,Similarity
4615,Class A orphans,orphan,15.0,Identify
4616,Class A orphans,orphan,38.0,Similarity
4617,Class A orphans,orphan,16.0,Identify
4618,Class A orphans,orphan,36.0,Similarity
4619,Class A orphans,orphan,20.0,Identify
4620,Class A orphans,orphan,36.0,Similarity
4621,Class A orphans,orphan,14.0,Identify
4622,Class A orphans,orphan,35.0,Similarity
4623,Class A orphans,orphan,18.0,Identify
4624,Class A orphans,orphan,34.0,Similarity
4625,Class A orphans,orphan,18.0,Identify
4626,Class A orphans,orphan,34.0,Similarity
4627,Class A orphans,orphan,17.0,Identify
4628,Class A orphans,orphan,34.0,Similarity
4629,Class A orphans,orphan,14.0,Identify
4630,Class A orphans,orphan,33.0,Similarity
4631,Class A orphans,orphan,16.0,Identify
4632,Class A orphans,orphan,33.0,Similarity
4633,Class A orphans,orphan,16.0,Identify
4634,Class A orphans,orphan,33.0,Similarity
4635,Class A orphans,orphan,15.0,Identify
4636,Class A orphans,orphan,33.0,Similarity
4637,Class A orphans,orphan,14.0,Identify
4638,Class A orphans,orphan,33.0,Similarity
4639,Class A orphans,orphan,14.0,Identify
4640,Class A orphans,orphan,32.0,Similarity
4641,Class A orphans,orphan,16.0,Identify
4642,Class A orphans,orphan,32.0,Similarity
4643,Class A orphans,orphan,14.0,Identify
4644,Class A orphans,orphan,32.0,Similarity
4645,Class A orphans,orphan,13.0,Identify
4646,Class A orphans,orphan,32.0,Similarity
4647,Class A orphans,orphan,12.0,Identify
4648,Class A orphans,orphan,31.0,Similarity
4649,Class A orphans,orphan,17.0,Identify
4650,Class A orphans,orphan,31.0,Similarity
4651,Class A orphans,orphan,15.0,Identify
4652,Class A orphans,orphan,31.0,Similarity
4653,Class A orphans,orphan,13.0,Identify
4654,Class A orphans,orphan,31.0,Similarity
4655,Class A orphans,orphan,12.0,Identify
4656,Class A orphans,orphan,30.0,Similarity
4657,Class A orphans,orphan,16.0,Identify
4658,Class A orphans,orphan,30.0,Similarity
4659,Class A orphans,orphan,14.0,Identify
4660,Class A orphans,orphan,29.0,Similarity
4661,Class A orphans,orphan,17.0,Identify
4662,Class A orphans,orphan,27.0,Similarity
4663,Class A orphans,orphan,12.0,Identify
4664,Class A orphans,orphan,27.0,Similarity
4665,Class A orphans,orphan,10.0,Identify
4666,Class A orphans,orphan,26.0,Similarity
4667,Class A orphans,orphan,13.0,Identify
4668,Class A orphans,orphan,26.0,Similarity
4669,Class A orphans,orphan,11.0,Identify
4670,Class A orphans,orphan,25.0,Similarity
4671,Class A orphans,orphan,11.0,Identify
4672,Class A orphans,orphan,21.0,Similarity
4673,Class A orphans,orphan,10.0,Identify
4674,Class A orphans,orphan,72.0,Similarity
4675,Class A orphans,orphan,63.0,Identify
4676,Class A orphans,orphan,54.0,Similarity
4677,Class A orphans,orphan,36.0,Identify
4678,Class A orphans,orphan,50.0,Similarity
4679,Class A orphans,orphan,35.0,Identify
4680,Class A orphans,orphan,48.0,Similarity
4681,Class A orphans,orphan,32.0,Identify
4682,Class A orphans,orphan,47.0,Similarity
4683,Class A orphans,orphan,30.0,Identify
4684,Class A orphans,orphan,46.0,Similarity
4685,Class A orphans,orphan,27.0,Identify
4686,Class A orphans,orphan,45.0,Similarity
4687,Class A orphans,orphan,31.0,Identify
4688,Class A orphans,orphan,40.0,Similarity
4689,Class A orphans,orphan,21.0,Identify
4690,Class A orphans,orphan,38.0,Similarity
4691,Class A orphans,orphan,17.0,Identify
4692,Class A orphans,orphan,37.0,Similarity
4693,Class A orphans,orphan,19.0,Identify
4694,Class A orphans,orphan,37.0,Similarity
4695,Class A orphans,orphan,17.0,Identify
4696,Class A orphans,orphan,36.0,Similarity
4697,Class A orphans,orphan,20.0,Identify
4698,Class A orphans,orphan,36.0,Similarity
4699,Class A orphans,orphan,18.0,Identify
4700,Class A orphans,orphan,36.0,Similarity
4701,Class A orphans,orphan,17.0,Identify
4702,Class A orphans,orphan,36.0,Similarity
4703,Class A orphans,orphan,14.0,Identify
4704,Class A orphans,orphan,35.0,Similarity
4705,Class A orphans,orphan,19.0,Identify
4706,Class A orphans,orphan,35.0,Similarity
4707,Class A orphans,orphan,17.0,Identify
4708,Class A orphans,orphan,35.0,Similarity
4709,Class A orphans,orphan,16.0,Identify
4710,Class A orphans,orphan,35.0,Similarity
4711,Class A orphans,orphan,15.0,Identify
4712,Class A orphans,orphan,34.0,Similarity
4713,Class A orphans,orphan,18.0,Identify
4714,Class A orphans,orphan,34.0,Similarity
4715,Class A orphans,orphan,16.0,Identify
4716,Class A orphans,orphan,34.0,Similarity
4717,Class A orphans,orphan,16.0,Identify
4718,Class A orphans,orphan,34.0,Similarity
4719,Class A orphans,orphan,13.0,Identify
4720,Class A orphans,orphan,33.0,Similarity
4721,Class A orphans,orphan,17.0,Identify
4722,Class A orphans,orphan,33.0,Similarity
4723,Class A orphans,orphan,15.0,Identify
4724,Class A orphans,orphan,33.0,Similarity
4725,Class A orphans,orphan,14.0,Identify
4726,Class A orphans,orphan,33.0,Similarity
4727,Class A orphans,orphan,13.0,Identify
4728,Class A orphans,orphan,32.0,Similarity
